1601,10,12,19,24,26,34,16,10
1600,5,6,10,15,28,37,29,9
1599,11,26,29,32,33,37,9,1
1598,17,19,23,29,31,36,13,9
1597,1,2,6,7,30,40,36,10
1596,10,13,17,20,23,28,9,7
1595,4,7,11,17,32,37,13,3
1594,4,13,27,32,33,38,35,2
1593,1,3,21,22,29,30,5,6
1592,3,11,16,24,38,40,35,7
1591,2,9,13,25,29,36,11,6
1590,15,19,22,23,30,36,31,9
1589,3,4,6,11,28,29,32,7
1588,17,19,20,21,26,35,4,7
1587,9,18,20,21,28,30,15,6
1586,8,15,20,29,35,39,21,5
1585,1,5,11,12,14,15,35,7
1584,2,19,22,23,28,29,17,10
1583,11,12,24,30,36,37,6,7
1582,7,11,16,23,26,30,27,1
1581,3,5,15,27,37,38,32,4
1580,11,14,17,27,32,39,34,4
1579,10,11,17,21,31,34,15,10
1578,6,16,22,25,34,40,37,4
1577,3,8,14,18,23,40,13,2
1576,5,10,11,15,18,38,6,1
1575,7,22,29,32,36,39,18,5
1574,18,24,25,27,32,34,7,4
1573,16,21,28,31,33,37,32,7
1572,4,6,7,9,15,25,34,9
1571,14,15,17,32,38,39,40,3
1570,11,19,27,28,29,36,32,10
1569,2,3,6,10,14,26,11,7
1568,21,22,23,24,26,40,28,2
1567,4,5,11,14,31,36,39,1
1566,8,10,18,23,28,34,37,5
1565,10,15,28,29,33,35,21,2
1564,4,8,15,26,27,29,30,2
1563,3,7,18,20,22,30,31,6
1562,5,6,9,21,25,33,24,1
1561,6,15,25,34,38,39,9,2
1560,8,10,24,26,30,40,23,8
1559,4,14,16,17,22,32,18,2
1558,3,18,27,29,33,37,36,7
1557,1,6,12,14,29,30,32,9
1556,5,6,13,20,28,39,12,3
1555,1,6,7,25,31,32,35,6
1554,15,19,21,24,25,29,5,4
1553,9,10,13,14,25,37,22,6
1552,2,17,23,33,34,36,24,5
1551,8,24,28,30,32,36,6,6
1550,1,2,7,16,17,18,13,7
1549,16,21,24,32,39,40,1,1
1548,7,19,20,32,33,35,8,4
1547,7,12,14,18,31,32,15,9
1546,6,9,29,32,33,40,5,1
1545,13,19,29,30,32,40,31,2
1544,8,11,24,26,27,37,39,8
1543,14,20,23,25,30,38,9,2
1542,3,6,13,18,34,40,15,1
1541,9,15,22,27,32,40,33,2
1540,12,13,19,25,32,38,27,4
1539,3,13,19,26,39,40,35,4
1538,11,20,22,23,31,36,3,1
1537,1,12,15,20,29,32,10,8
1536,19,21,24,26,30,37,2,7
1535,2,3,9,12,21,26,17,8
1534,3,4,19,20,28,35,25,4
1533,4,14,15,17,29,36,19,7
1532,1,5,9,22,30,35,8,1
1531,7,22,27,28,36,40,9,10
1530,7,10,13,21,28,31,30,3
1529,12,13,22,23,24,27,1,10
1528,9,12,14,18,35,36,39,2
1527,6,12,16,18,31,37,10,7
1526,1,5,7,12,24,38,17,1
1525,8,9,18,23,37,39,11,5
1524,7,9,12,15,21,25,8,2
1523,9,15,16,17,18,28,21,4
1522,1,5,8,17,29,35,24,1
1521,5,11,21,22,26,35,6,9
1520,14,15,18,22,30,33,19,1
1519,2,5,17,19,20,29,24,5
1518,5,11,20,22,31,33,24,6
1517,3,10,20,24,30,33,25,9
1516,3,7,8,9,17,35,10,9
1515,11,12,13,17,18,19,7,5
1514,8,28,30,34,36,37,14,4
1513,5,10,11,14,15,18,37,7
